,Category,Category_ID,Avg_length_videos_title,Avg_length_videos_description,Avg_length_of_tags,liveBroadcastContent,Avg_videoviews,Avg_videolikes,Avg_videofavors,Avg_videocomments
0,Pets & Animals,15,36.98,1661.56,29.42,none,2821030.26,40870.6,0.0,2142.22
1,Pets & Animals,15,70.84,1.34,0.0,none,17767486.52,861790.46,0.0,1673.42
2,Pets & Animals,15,64.78,627.9,13.72,none,455428.66,17520.54,0.0,719.18
3,Pets & Animals,15,84.56,1875.66,11.9,none,1755611.34,4763.86,0.0,95.1
4,Pets & Animals,15,47.54,589.46,19.96,none,665358.28,32765.54,0.0,1754.48
5,Pets & Animals,15,21.92,1065.7,19.64,none,39894250.06,303369.0,0.0,7632.9
6,Pets & Animals,15,45.78,702.54,1.0,none,43570.7,1714.58,0.0,50.72
7,Pets & Animals,15,48.75555555555553,110.66666666666669,5.4222222222222225,none,459606.6888888889,10471.955555555556,0.0,54.9111111111111
8,Pets & Animals,15,61.18,121.22,22.02,none,77007.14,348.34,0.0,0.0
9,Pets & Animals,15,50.76,390.42,36.74,none,12201507.58,32888.98,0.0,464.42
10,Pets & Animals,15,65.88,475.54,13.78,none,101346.44,2348.9,0.0,128.34
11,Pets & Animals,15,41.6,129.38,10.98,none,966981.54,54992.14,0.0,624.26
12,Pets & Animals,15,89.52,228.92,0.94,none,10123870.52,43440.08,0.0,159.2
13,Pets & Animals,15,69.24,826.58,26.62,none,59205.24,2014.16,0.0,112.54
14,Pets & Animals,15,68.28,1228.38,0.0,none,252390.88,17611.6,0.0,628.06
15,Pets & Animals,15,38.52,1122.02,18.18,none,1530939.42,33917.96,0.0,243.18
16,Pets & Animals,15,56.32,318.04,39.96,none,139676.16,3328.84,0.0,248.38
17,Pets & Animals,15,44.72,897.32,28.76,none,705292.4,2311.32,0.0,25.14
18,Pets & Animals,15,28.5,1306.66,2.52,none,3680474.86,148828.6,0.0,5585.76
19,Pets & Animals,15,50.44,418.38,0.0,none,1728292.14,138242.18,0.0,1341.88
20,Pets & Animals,15,73.68,415.52,1.36,none,23447.56,786.12,0.0,48.62
21,Pets & Animals,15,66.78,977.24,20.1,none,3562218.98,22459.68,0.0,803.84
22,Pets & Animals,15,29.92682926829268,13.219512195121947,0.24390243902439024,none,36154.170731707316,755.8780487804878,0.0,3.5121951219512195
23,Pets & Animals,15,49.16,788.7,22.66,none,19928.26,244.5,0.0,15.76
24,Pets & Animals,15,77.86,8.66,0.28,none,1154177.74,85734.7,0.0,1014.16
25,Pets & Animals,15,96.54,935.56,26.0,none,217180.04,636.56,0.0,14.66
26,Pets & Animals,15,49.24,732.64,19.34,none,93221.84,3680.34,0.0,281.42
27,Pets & Animals,15,58.4,638.38,16.58,none,514504.5,40540.34,0.0,504.84
28,Pets & Animals,15,60.6,1095.28,14.0,none,19989.16,1085.92,0.0,25.68
29,Pets & Animals,15,46.02,627.02,20.52,none,598713.66,6159.42,0.0,270.14
30,Pets & Animals,15,41.32,2013.54,19.96,none,1086533.76,6990.74,0.0,740.24
31,Pets & Animals,15,44.56,815.5,12.24,none,66651.9,3352.08,0.0,259.9
32,Pets & Animals,15,40.66,204.38,9.32,none,10269595.28,124496.34,0.0,18403.26
33,Pets & Animals,15,32.54,263.92,2.68,none,825688.02,48508.84,0.0,347.92
34,Pets & Animals,15,88.275,535.875,12.55,upcoming,7764939.85,21654.475,0.0,357.925
35,Pets & Animals,15,81.88,3449.16,31.1,none,113952.74,580.76,0.0,8.16
36,Pets & Animals,15,33.98,945.22,29.54,none,20744.34,999.06,0.0,173.12
37,Pets & Animals,15,59.3,774.66,20.82,none,360690.42,9252.96,0.0,433.04
38,Pets & Animals,15,44.86,0.0,0.0,none,809328.44,10474.96,0.0,1108.18
39,Pets & Animals,15,79.3,614.3,10.0,upcoming,6252.3,110.7,0.0,3.6
40,Pets & Animals,15,42.88,506.46,6.62,none,2688924.96,152224.54,0.0,5402.76
41,Pets & Animals,15,43.86,909.74,21.14,none,2757676.24,59060.56,0.0,3385.12
42,Pets & Animals,15,36.72,109.14,16.18,none,4209932.12,134766.82,0.0,3204.74
43,Pets & Animals,15,30.7,523.8,7.1,none,6438160.54,187652.52,0.0,2131.64
44,Pets & Animals,15,59.4375,264.4375,33.5625,none,50751146.8125,88150.8125,0.0,3979.75
45,Pets & Animals,15,32.9,282.78,2.2,none,9129250.54,483910.84,0.0,4183.0
46,Pets & Animals,15,38.98,62.0,0.0,none,1187399.1,37813.06,0.0,834.06
47,Pets & Animals,15,57.22,524.3,0.0,none,1498.58,52.02,0.0,6.18
48,Pets & Animals,15,34.4,77.18,0.5,none,114573.88,7783.34,0.0,394.22
49,Pets & Animals,15,48.86,1316.22,28.18,none,1214283.92,37997.32,0.0,4952.1
50,Pets & Animals,15,60.78,1835.92,4.56,none,16520.2,380.46,0.0,48.24
51,Pets & Animals,15,50.96,402.3,25.84,none,398682.4,7794.62,0.0,536.78
52,Pets & Animals,15,45.94,179.6,37.6,none,3867660.54,12042.34,0.0,141.7
53,Pets & Animals,15,76.8,469.2,25.3,upcoming,84167.6,507.1,0.0,0.2
54,Pets & Animals,15,44.24,394.3,34.0,none,549022.54,10744.96,0.0,202.88
55,Pets & Animals,15,93.94,884.88,28.68,none,8212853.84,26036.02,0.0,303.6
56,Pets & Animals,15,43.64444444444445,112.66666666666669,5.4222222222222225,none,58495.37777777777,1165.1777777777775,0.0,2.7333333333333334
57,Pets & Animals,15,41.22,1142.54,0.96,none,905695.36,36437.6,0.0,1488.12
58,Pets & Animals,15,46.3,655.56,12.62,none,962000.08,21168.02,0.0,1540.36
59,Pets & Animals,15,46.22,235.94,24.16,none,3309452.26,8395.36,0.0,0.0
60,Pets & Animals,15,40.32,998.32,22.08,none,58816.92,5383.18,0.0,461.74
61,Pets & Animals,15,39.88,56.12,0.18,none,605.54,0.0,0.0,0.22
62,Pets & Animals,15,65.32,1050.32,31.18,none,5985885.78,62004.76,0.0,408.84
63,Pets & Animals,15,48.04,448.44,8.36,none,18587.8,865.12,0.0,55.96
64,Pets & Animals,15,68.08,597.22,18.82,none,71536.98,1063.8,0.0,79.62
65,Pets & Animals,15,75.24,2580.34,22.08,none,396228.8,2046.5,0.0,44.82
66,Pets & Animals,15,48.28,373.78,53.14,none,187757.88,8670.64,0.0,653.26
67,Pets & Animals,15,80.82,667.54,21.0,none,105341.64,2730.12,0.0,111.94
68,Pets & Animals,15,29.66,54.62,0.0,none,1283983.28,48752.6,0.0,427.06
69,Pets & Animals,15,62.1,1255.74,23.0,none,38509.92,1611.86,0.0,26.58
70,Pets & Animals,15,29.54347826086957,22.56521739130435,5.478260869565218,none,2725609.434782609,129113.04347826086,0.0,4852.913043478261
71,Pets & Animals,15,35.46,454.18,18.14,none,205852.28,17370.86,0.0,1468.7
72,Pets & Animals,15,70.54,375.24,12.9,none,75274.78,399.24,0.0,4.82
73,Pets & Animals,15,21.88,0.0,0.0,none,4211299.88,212881.62,0.0,1225.3
74,Pets & Animals,15,46.18,961.04,28.7,none,5602632.82,42975.3,0.0,3198.88
75,Pets & Animals,15,31.1,365.66,18.64,none,8873498.82,593972.14,0.0,3329.14
76,Pets & Animals,15,89.98,937.42,27.42,none,654618.84,3170.88,0.0,85.52
77,Pets & Animals,15,82.18,1177.94,20.72,none,96322.26,1579.56,0.0,130.02
78,Pets & Animals,15,38.78,1128.84,15.7,none,17325.68,419.88,0.0,27.08
79,Pets & Animals,15,39.74,212.92,20.52,none,8221.2,204.22,0.0,18.16
80,Pets & Animals,15,36.28,176.94,10.2,none,2719.3,65.4,0.0,4.7
81,Pets & Animals,15,55.98,2285.5,18.3,none,69141.62,604.56,0.0,18.02
82,Pets & Animals,15,45.0,53.5,29.0,upcoming,5614.0,987.5,0.0,2.0
83,Pets & Animals,15,45.48,539.84,3.32,none,12514790.68,44366.56,0.0,5.76
84,Pets & Animals,15,52.52,340.72,17.34,none,5209.46,177.58,0.0,6.54
85,Pets & Animals,15,72.94,1643.24,1.14,none,209794.0,1065.18,0.0,18.6
86,Pets & Animals,15,34.88,1684.64,20.88,none,160186.14,732.02,0.0,60.28
87,Pets & Animals,15,49.12,1366.36,20.04,none,190542.1,2589.72,0.0,249.64
88,Pets & Animals,15,46.25,267.75,17.75,none,20383.0,94.0,0.0,2.5
89,Pets & Animals,15,34.1,178.78,11.44,none,430410.52,11349.98,0.0,483.22
90,Pets & Animals,15,53.72,1651.84,34.46,none,1198845.7,17478.64,0.0,662.76
91,Pets & Animals,15,53.02,771.28,19.72,none,5936.4,100.4,0.0,8.0
92,Pets & Animals,15,50.34,264.68,35.86,none,1917734.58,5783.5,0.0,65.54
93,Pets & Animals,15,22.8,121.26,3.02,none,9314409.26,23440.74,0.0,14.78
94,Pets & Animals,15,55.735294117647065,2823.9411764705883,22.588235294117645,none,13330286.029411765,225346.0,0.0,1261.1764705882354
95,Pets & Animals,15,89.78,1055.74,22.62,none,88302.54,317.88,0.0,7.58
96,Pets & Animals,15,96.9,691.88,25.96,none,356524.62,1088.26,0.0,16.64
97,Pets & Animals,15,40.25581395348837,117.25581395348836,0.0,none,609.0930232558139,10.488372093023257,0.0,0.5813953488372093
98,Pets & Animals,15,40.14,435.3,19.42,none,5506.12,123.88,0.0,3.84
99,Film & Animation,1,58.42,1730.02,20.34,none,23176.32,206.6,0.0,20.08
100,Film & Animation,1,72.84,3182.66,24.04,none,2434545.34,9934.42,0.0,0.0
101,Film & Animation,1,51.32,2993.32,28.74,none,2660592.3,11721.06,0.0,5.12
102,Film & Animation,1,65.86,1395.6,23.62,none,23505169.62,36014.3,0.0,0.0
103,Film & Animation,1,76.84,975.46,24.58,none,128763.06,420.28,0.0,0.0
104,Film & Animation,1,60.0,722.46,30.3,none,522453.02,2658.06,0.0,0.0
105,Film & Animation,1,46.2,466.12,11.08,none,53973286.1,840345.46,0.0,26401.96
106,Film & Animation,1,74.76,1305.22,23.0,none,1106668.2,7932.0,0.0,0.0
107,Film & Animation,1,44.74,1246.2,15.9,none,72757.26,1628.04,0.0,129.38
108,Film & Animation,1,52.0,637.78,23.62,none,11760.88,304.72,0.0,0.0
109,Film & Animation,1,64.72,3940.54,25.24,none,5040967.12,30031.18,0.0,0.0
110,Film & Animation,1,19.632653061224488,7.632653061224492,0.08163265306122447,none,48158.12244897959,0.0,0.0,0.0
111,Film & Animation,1,41.92,602.0,0.0,none,7400115.98,204031.32,0.0,7384.5
112,Film & Animation,1,93.16,2489.12,23.7,none,1441262.1,4620.04,0.0,0.0
113,Film & Animation,1,96.18,2485.56,29.52,none,2133102.9,7646.62,0.0,0.0
114,Film & Animation,1,33.98,1572.02,9.84,none,26107043.66,717242.58,0.0,70434.96
115,Film & Animation,1,57.2,1320.46,24.9,none,3845485.66,167903.24,0.0,8371.84
116,Film & Animation,1,95.9,2062.88,23.68,none,771144.98,1986.0,0.0,0.0
117,Film & Animation,1,96.7,1305.36,32.24,none,86630.38,0.0,0.0,0.0
118,Film & Animation,1,86.86,983.16,18.42,none,23530.38,69.82,0.0,0.02
119,Film & Animation,1,46.3,2184.18,5.28,none,4265732.88,44160.1,0.0,2318.08
120,Film & Animation,1,39.62,3911.54,17.98,none,2012814.94,93092.76,0.0,2764.78
121,Film & Animation,1,77.88,618.22,17.16,none,4365510.92,48303.38,0.0,1464.52
122,Film & Animation,1,78.16,1954.44,32.38,none,675709.82,2959.46,0.0,0.0
123,Film & Animation,1,63.875,2682.5,45.75,none,626886873.25,1639458.5,0.0,18907.0
124,Film & Animation,1,77.58,4097.28,23.2,none,83639.96,1241.72,0.0,0.0
125,Film & Animation,1,58.98,2107.06,19.56,none,415471.9,14743.12,0.0,1342.02
126,Film & Animation,1,53.26,804.7,28.82,none,99894.7,5539.28,0.0,126.72
127,Film & Animation,1,36.66,718.5,18.3,none,4805820.62,77543.7,0.0,3253.68
128,Film & Animation,1,66.16326530612245,2338.326530612245,22.693877551020414,none,205740.59183673467,1372.8979591836735,0.0,0.0
129,Film & Animation,1,39.28,393.12,33.4,none,218379.6,903.04,0.0,0.0
130,Film & Animation,1,25.64,447.42,8.68,none,3043740.7,118288.96,0.0,4469.92
131,Film & Animation,1,65.72,820.6,29.14,none,5028775.52,24080.32,0.0,238.58
132,Film & Animation,1,58.34,1923.84,25.0,none,284103.82,8310.26,0.0,13.06
133,Film & Animation,1,79.77083333333333,485.5,0.0,none,8695303.979166666,94634.0625,0.0,1596.625
134,Film & Animation,1,42.1,824.86,5.24,none,13865109.52,542258.9,0.0,42964.38
135,Film & Animation,1,56.66,1097.16,11.28,none,2990463.58,26024.24,0.0,1465.44
136,Film & Animation,1,59.34,1247.98,28.34,none,825952.16,30165.08,0.0,1236.3
137,Film & Animation,1,89.875,2302.9,22.05,none,357581.35,1742.1,0.0,0.0
138,Film & Animation,1,44.54,759.84,7.88,none,291658.78,7907.44,0.0,95.04
139,Film & Animation,1,36.86,763.7,14.94,none,1259452.68,45685.98,0.0,2754.62
140,Film & Animation,1,48.764705882352935,281.0,0.0,none,962.3529411764706,4.0588235294117645,0.0,0.6470588235294118
141,Film & Animation,1,68.42,288.8,13.0,none,2573220.66,134233.58,0.0,178.58
142,Film & Animation,1,56.16,1662.38,20.32,none,25933602.68,95346.82,0.0,0.0
143,Film & Animation,1,82.56,1838.56,23.08,none,115804.22,2926.12,0.0,88.12
144,Film & Animation,1,58.54,660.9,31.56,none,388251.28,560.72,0.0,0.0
145,Film & Animation,1,61.9,1737.62,30.36,none,53619.0,2051.48,0.0,132.56
146,Film & Animation,1,85.86,1669.02,20.0,none,530114.82,4174.56,0.0,0.72
147,Film & Animation,1,71.42,1623.34,22.72,none,16438.56,97.26,0.0,0.0
148,Film & Animation,1,88.2,1576.38,17.28,none,157866.46,656.5,0.0,0.0
149,Film & Animation,1,37.14,284.88,22.64,none,12173905.98,73863.86,0.0,0.0
150,Film & Animation,1,58.74,1717.48,28.76,none,298912.4,1472.06,0.0,0.0
151,Film & Animation,1,60.56,483.56,16.18,none,5666810.46,174824.82,0.0,413.26
152,Film & Animation,1,67.84,2970.18,30.2,none,168906.88,4040.2,0.0,132.76
153,Film & Animation,1,72.66,995.3,26.9,none,12780.18,29.74,0.0,0.0
154,Film & Animation,1,90.66,1875.98,28.4,none,533795.12,2324.92,0.0,0.0
155,Film & Animation,1,94.56,2060.04,19.58,none,220789.52,5466.5,0.0,183.16
156,Film & Animation,1,39.38,1235.9,27.7,none,1072116.8,49143.32,0.0,2813.98
157,Film & Animation,1,75.8409090909091,1000.2045454545456,23.20454545454545,none,238633.4545454545,1304.7045454545455,0.0,0.8636363636363636
158,Film & Animation,1,45.34,367.92,3.98,none,63310.94,772.32,0.0,3.12
159,Film & Animation,1,27.68,513.4,40.0,none,18114.64,105.46,0.0,4.6
160,Film & Animation,1,40.72,214.64,8.3,none,502267.3,9312.62,0.0,750.66
161,Film & Animation,1,89.96,1372.02,21.7,none,720.14,10.14,0.0,0.66
162,Film & Animation,1,44.84,1055.78,5.04,none,3569093.56,40001.46,0.0,1290.44
163,Film & Animation,1,76.78723404255321,80.42553191489361,11.893617021276595,none,35267.404255319154,168.3404255319149,0.0,0.0
164,Film & Animation,1,74.6842105263158,223.10526315789474,16.0,none,142925.05263157893,718.6315789473683,0.0,19.21052631578948
165,Film & Animation,1,47.34,192.12,12.36,none,7540.34,100.4,0.0,8.34
166,Film & Animation,1,44.36,383.6,5.88,none,176490.42,1659.02,0.0,5.58
167,Film & Animation,1,65.06,595.8,21.32,none,3209796.22,40829.04,0.0,599.38
168,Film & Animation,1,61.38,1610.08,34.26,none,654746.66,3080.22,0.0,0.0
169,Film & Animation,1,58.06,448.66,27.2,none,86694.6,1384.02,0.0,72.0
170,Film & Animation,1,60.58,386.24,10.72,none,400491.1,11483.3,0.0,843.18
171,Film & Animation,1,60.04,2348.0,23.0,none,130669.84,886.54,0.0,0.0
172,Film & Animation,1,79.76,530.28,11.68,none,10414.74,90.28,0.0,1.58
173,Film & Animation,1,67.22,476.36,11.0,none,927253.1,12457.6,0.0,98.66
174,Film & Animation,1,45.04,1305.78,18.62,none,16903.54,112.8,0.0,0.0
175,Film & Animation,1,72.24,557.24,15.66,none,10612504.38,59446.7,0.0,860.4
176,Film & Animation,1,51.22,344.52,16.3,none,182895.14,5075.66,0.0,279.66
177,Film & Animation,1,50.6938775510204,8.224489795918366,0.0,none,56007.26530612245,273.7959183673469,0.0,0.0
178,Film & Animation,1,72.62,68.1,12.0,none,19656.86,116.7,0.0,1.14
179,Film & Animation,1,32.1,291.32,7.22,none,3953670.54,200246.62,0.0,3867.52
180,Film & Animation,1,72.7,919.0,30.0,none,327854.42,2409.54,0.0,0.0
181,Film & Animation,1,86.76,1323.14,27.74,none,43853.22,725.26,0.0,0.0
182,Film & Animation,1,46.42,365.66,1.0,none,381028.92,6938.84,0.0,700.66
183,Film & Animation,1,48.3,1229.56,0.3,none,4000190.1,69582.72,0.0,2244.02
184,Film & Animation,1,37.56,1265.96,13.78,none,2556071.48,47860.18,0.0,2179.38
185,Film & Animation,1,37.48,2001.9,21.38,none,1060644.86,42536.7,0.0,4059.0
186,Film & Animation,1,53.88,1594.96,10.6,none,3746872.32,56630.16,0.0,1659.9
187,Film & Animation,1,69.42,749.14,17.62,none,534386.1,10659.66,0.0,127.12
188,Film & Animation,1,73.72,2346.74,24.7,none,13857.06,502.1,0.0,27.82
189,Film & Animation,1,46.26,102.14,13.22,none,431157.2,4906.52,0.0,471.94
190,Film & Animation,1,28.16,3806.64,28.7,none,6888471.0,90543.26,0.0,2386.82
191,Film & Animation,1,40.4,630.64,10.06,none,678544.72,29676.18,0.0,3727.2
192,Film & Animation,1,42.66,1466.08,1.8,none,1547665.22,40911.2,0.0,5950.14
193,Film & Animation,1,76.02,306.02,42.42,none,20011966.36,113961.46,0.0,2857.6
194,Film & Animation,1,63.6,2293.36,37.24,none,177244.62,0.0,0.0,0.0
195,Film & Animation,1,35.68,1026.04,18.26,none,64720.78,4390.84,0.0,268.14
196,Film & Animation,1,84.78,164.72,19.38,none,660011.66,9249.4,0.0,76.3
197,Film & Animation,1,31.84,401.0,7.16,none,3948913.22,30229.06,0.0,566.98
198,Film & Animation,1,97.4,499.44,35.08,none,295868.64,1396.5,0.0,19.78
199,Music,10,43.22,1612.56,20.56,none,2862134.54,64638.64,0.0,2430.8
200,Music,10,47.38,377.3,5.54,none,15020325.86,373136.04,0.0,18843.46
201,Music,10,50.46,1497.08,18.14,none,34126961.8,793101.22,0.0,32328.94
202,Music,10,72.18,3079.1,23.6,none,3116860.18,13738.62,0.0,0.16
203,Music,10,61.1,2149.76,15.84,none,14183295.08,567074.92,0.0,11133.66
204,Music,10,57.52,758.66,10.74,none,13063444.04,412144.06,0.0,14167.98
205,Music,10,68.22,1249.88,16.4,none,1212152.62,13901.04,0.0,232.4
206,Music,10,55.56,1008.28,15.36,none,7954334.52,192004.42,0.0,12453.48
207,Music,10,51.06,252.8,5.96,none,5911902.36,233161.42,0.0,13722.46
208,Music,10,65.24,138.16,2.36,none,2397636.22,38875.02,0.0,911.86
209,Music,10,53.52,1034.56,9.62,none,39438548.4,358336.04,0.0,9911.06
210,Music,10,67.84,2339.06,19.3,none,99382481.44,871990.12,0.0,27672.78
211,Music,10,52.9,921.94,15.38,none,29441153.56,538165.96,0.0,21070.08
212,Music,10,47.68,1294.26,9.3,none,17574728.82,461115.98,0.0,20355.0
213,Music,10,62.7,1024.22,13.28,none,344053.18,4737.44,0.0,157.58
214,Music,10,42.3469387755102,518.6122448979592,24.26530612244898,none,1166827.7551020407,49567.836734693876,0.0,340.8979591836735
215,Music,10,44.98,757.02,6.04,none,640424.44,25500.12,0.0,518.7
216,Music,10,46.9,1490.46,12.76,upcoming,21000851.32,189235.84,0.0,5557.9
217,Music,10,65.74,637.9,14.14,none,57714.58,1184.0,0.0,41.14
218,Music,10,37.32,921.58,9.14,none,10217472.28,136211.0,0.0,4583.26
219,Music,10,52.98,1086.8,17.98,none,340109.6,12801.98,0.0,542.94
220,Music,10,51.38,853.8,15.82,none,5736063.18,112657.04,0.0,8473.56
221,Music,10,65.56,590.3,11.32,none,140052.9,3667.74,0.0,405.56
222,Music,10,59.74,2538.78,19.18,none,10207168.22,370818.9,0.0,10738.68
223,Music,10,50.84,1691.6,10.48,none,10962767.04,208812.56,0.0,10588.76
224,Music,10,41.78,420.36,15.7,none,156055081.72,991914.64,0.0,41818.0
225,Music,10,50.88,933.86,11.82,none,4948792.24,150856.3,0.0,10661.32
226,Music,10,45.38,419.58,12.52,none,48625878.2,804117.4,0.0,39661.68
227,Music,10,52.74,1527.74,20.46,none,20892664.5,392046.2,0.0,21741.44
228,Music,10,48.38,706.08,12.2,none,2964110.34,63669.84,0.0,1394.98
229,Music,10,68.24,965.12,4.4,none,2367873.32,34872.72,0.0,883.04
230,Music,10,45.92,718.06,24.3,none,6102134.92,117121.26,0.0,5176.0
231,Music,10,50.96,505.82,9.38,none,7829294.42,211978.1,0.0,11883.32
232,Music,10,46.56,1029.76,12.88,none,1141204.88,20240.3,0.0,902.7
233,Music,10,46.16,1441.74,16.98,none,470186.52,11258.18,0.0,304.84
234,Music,10,57.28,725.66,11.0,none,5609796.7,116945.48,0.0,8827.84
235,Music,10,52.84,403.56,3.0,none,2863602.7,49015.8,0.0,1239.94
236,Music,10,58.28,1252.64,17.06,none,10002950.72,339834.8,0.0,14624.78
237,Music,10,63.72,2493.2,34.9,none,49037.68,755.66,0.0,0.0
238,Music,10,44.4,934.18,12.5,none,15499690.04,180572.78,0.0,4758.98
239,Music,10,42.857142857142854,1231.7857142857142,25.214285714285715,none,173935860.57142857,2148753.9285714286,0.0,142199.17857142858
240,Music,10,52.48,1012.18,17.9,none,25263032.04,311979.44,0.0,12456.3
241,Music,10,59.12,287.4,8.24,none,33652.74,519.18,0.0,13.26
242,Music,10,38.06,1753.68,5.74,none,4226385.38,62151.92,0.0,1985.96
243,Music,10,53.34,1730.6,32.28,none,1232249.96,41947.52,0.0,1540.56
244,Music,10,39.9,482.76,12.8,none,489691.42,16927.7,0.0,764.1
245,Music,10,56.98,1271.52,15.0,none,18708469.66,217822.24,0.0,12067.52
246,Music,10,56.16,925.88,19.42,none,2520997.92,47568.4,0.0,1665.28
247,Music,10,49.88,1428.02,18.72,none,33393060.14,727220.26,0.0,29269.4
248,Music,10,48.74,576.26,12.22,none,321728.8,13121.26,0.0,536.7
249,Music,10,53.44,1244.3,31.06,none,18110525.42,208869.18,0.0,7071.82
250,Music,10,41.4,654.76,5.86,none,1355722.52,24950.46,0.0,666.06
251,Music,10,39.51020408163265,2911.5510204081634,22.26530612244898,none,338569.75510204077,5402.571428571428,0.0,230.0204081632653
252,Music,10,45.78,1229.5,20.12,none,74723858.04,379534.12,0.0,11973.66
253,Music,10,42.22,201.56,1.94,none,393998.64,16019.1,0.0,232.14
254,Music,10,62.58,871.14,17.98,none,263648.54,4256.38,0.0,67.0
255,Music,10,58.94,820.32,11.18,none,3388903.18,68484.02,0.0,3072.8
